Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Up-regulated,GO:0048588,developmental cell growth,40/1856,213/16344,9.248660055109503e-4,0.01290526443299548,SEMA3E/TNR/SPP1/NLGN3/SOX9/DCLK1/CPNE5/SEMA7A/RGS4/BCL11A/SEMA3C/SEMA3G/DBN1/MAP1B/OLFM1/SEMA3A/CXCR4/SLIT2/NDN/SLIT3/RGS2/SEMA3D/SEMA4A/MAP2/ITGA4/SEMA4D/DDR1/RARG/EXT1/CYFIP2/TRPV2/VCL/LIMK1/EIF2AK4/PLXNA1/DPYSL2/GDI1/ITGB1/NIN/ZFYVE27
Up-regulated,GO:0035025,positive regulation of Rho protein signal transduction,11/1856,34/16344,9.361495148149175e-4,0.012977745231545068,GPR20/ADGRG1/GPR55/F2RL1/PRAG1/ROBO1/GPR174/P2RY8/COL3A1/ARHGEF3/ARRB1
Up-regulated,GO:0001570,vasculogenesis,19/1856,78/16344,9.36865719389637e-4,0.012977745231545068,ITGB8/CD34/GJC1/TMEM100/SOX17/TGFB1/HEG1/JUNB/HDAC7/EPHA2/ITGAV/ENG/RAMP2/TEAD2/CEACAM1/YAP1/ZMIZ1/SPRED1/CUL7
Up-regulated,GO:0071229,cellular response to acid chemical,19/1856,78/16344,9.36865719389637e-4,0.012977745231545068,PDGFD/BCL11A/COL16A1/COL4A1/COL1A1/TNF/CAPN2/PDGFRA/COL1A2/MMP2/MYC/CASTOR2/CASTOR3/KLF2/COL3A1/SESN1/DNMT3A/COL6A1/SLC38A9
Up-regulated,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,8/1856,20/16344,9.738256169642002e-4,0.013457140953266158,SRPX2/PTGS2/GATA2/HDAC7/JCAD/ANXA1/PLK2/AKT3
Up-regulated,GO:0045453,bone resorption,16/1856,61/16344,9.926809205615722e-4,0.013666898716454937,SPP1/GPR55/IL20RA/CTSK/LRRK1/TFRC/RAB3D/TNFRSF11B/SYK/TNFAIP3/NCDN/EXT1/LTBP3/SRC/ITGB3/CSK
Up-regulated,GO:0072676,lymphocyte migration,25/1856,115/16344,9.937825320827222e-4,0.013666898716454937,CCL19/CCL20/CH25H/CD200/CCL21/SLC12A2/CCR2/RIPK3/CCL2/CCR7/MYO1G/ZAP70/RIPOR2/TNFSF14/SPN/STK39/FUT4/PYCARD/ITGA4/DOCK8/PIK3CG/IL27RA/ITGAL/EXT1/STK10
Up-regulated,GO:0045806,negative regulation of endocytosis,14/1856,50/16344,0.0010115553556075305,0.013877957288802596,PROM2/EPHA3/LGALS3/ANXA2/SCAMP5/WDR54/ANKRD13D/MCTP1/SYT11/DLG4/ITGAV/MTMR2/ITGB3/ABCA2
Up-regulated,GO:1990138,neuron projection extension,33/1856,167/16344,0.0010275710067695612,0.014063956291216888,SEMA3E/TNR/NLGN3/DCLK1/CPNE5/SEMA7A/BCL11A/SEMA3C/SEMA3G/DBN1/MAP1B/OLFM1/SEMA3A/CXCR4/SLIT2/NDN/SLIT3/SEMA3D/SEMA4A/MAP2/ITGA4/SEMA4D/DDR1/CYFIP2/TRPV2/VCL/LIMK1/EIF2AK4/PLXNA1/DPYSL2/GDI1/ITGB1/ZFYVE27
Up-regulated,GO:1905477,positive regulation of protein localization to membrane,23/1856,103/16344,0.0010598543169006974,0.014471185076345797,SLC51B/CEMIP/EPHA3/CLIP3/LGALS3/TNF/ITGA3/EPHB2/ARHGEF16/TCAF2/DLG4/ANK3/MTCL1/ITGAM/EPHA2/ITGB2/ATP2B4/STX3/EZR/MYO1C/ITGB1/KIF5B/ZDHHC5
Up-regulated,GO:0060576,intestinal epithelial cell development,6/1856,12/16344,0.0010700640623370243,0.014575801191976467,KLF5/PRDM1/TIGAR/TYMS/SRC/YAP1
Up-regulated,GO:0050866,negative regulation of cell activation,38/1856,201/16344,0.0010763401793789245,0.014626465953032844,FOXJ1/VTCN1/CD200/HLA-G/TSPAN32/PDGFA/LGALS3/THBD/JAK3/BANK1/CCR2/PDGFRA/MDK/LAX1/TBC1D10C/RUNX1/RIPOR2/SPN/SYT11/MNDA/TNFRSF21/PDE5A/PRKG1/VSIR/LRRC32/PTPN22/ZC3H12A/FGL1/CYGB/ANXA1/TNFAIP3/BTN2A2/PTPRC/EMILIN1/DLG5/CEACAM1/PAG1/PTPN6
Up-regulated,GO:0003151,outflow tract morphogenesis,18/1856,73/16344,0.0010853362733976785,0.014694680434623617,TGFB2/JAG1/FOXC1/SEMA3C/FZD2/GJA5/ROBO2/SOX17/HEYL/ROBO1/JUN/HAND2/FGFR2/ENG/FZD1/TBX2/PARVA/ILK
Up-regulated,GO:0038065,collagen-activated signaling pathway,7/1856,16/16344,0.001086497085098023,0.014694680434623617,ITGA2/COL4A3/COL4A1/COL1A1/COL4A2/DDR1/SYK
Up-regulated,GO:0030308,negative regulation of cell growth,35/1856,181/16344,0.0011018240369127272,0.014833136493522041,SEMA3E/TNR/CDKN2A/SPP1/CCN3/TGFB2/SEMA7A/RGS4/BCL11A/SEMA3C/SEMA3G/CRYAB/RERG/SEMA3A/SLIT2/GJA1/BCL2/DACT3/SOX17/TGFB1/SLIT3/RGS2/FRZB/SEMA3D/SEMA4A/EAF2/MAP2/CDKN1A/SEMA4D/TCHP/PRDM11/PML/HYAL2/RB1/VGLL4
Up-regulated,GO:0036230,granulocyte activation,13/1856,45/16344,0.001103099387505374,0.014833136493522041,CXCL6/CXCL8/ANXA3/TNF/CCR2/F2RL1/ITGAM/TRAF3IP2/IL18/ITGB2/ANXA1/SYK/PREX1
Up-regulated,GO:0032677,regulation of interleukin-8 production,19/1856,79/16344,0.0011045125233771,0.014833136493522041,CHI3L1/F3/FCN1/TNF/F2RL1/SSC5D/TLR7/CD2/CLEC7A/PYCARD/KLF4/PTPN22/ANXA1/SYK/ARRB1/HYAL2/ANXA4/PTPRC/STAT3
Up-regulated,GO:0048525,negative regulation of viral process,20/1856,85/16344,0.001109153063540754,0.014860573012919563,PTX3/CH25H/APOBEC3H/GSN/APOBEC3A/FCN1/TNF/ISG20/TRIM59/CIITA/STAT1/APOBEC3G/TRIM15/IFI16/APOBEC3C/SLPI/ZFP36/TRIM32/IFIT5/TRIM5
Up-regulated,GO:0072073,kidney epithelium development,28/1856,135/16344,0.0011118902664655637,0.014862439753386658,GPC3/FOXJ1/EPCAM/TACSTD2/CD24/SOX9/WNT2B/WNT4/LIF/JAG1/FOXC1/CD34/PROM1/PODXL/ROBO2/MYC/EPHA4/STAT1/SLIT2/BCL2/HEYL/FGFR2/HNF1B/SPRY1/PECAM1/EXT1/YAP1/ILK
Up-regulated,GO:0035904,aorta development,15/1856,56/16344,0.0011195545482655348,0.014895282722388662,LOXL1/TGFB2/SOX4/JAG1/LOX/PRDM1/ROBO2/ROBO1/ADAMTS9/COL3A1/PRICKLE1/FKBP10/EFEMP2/ENG/TBX2
Up-regulated,GO:0061005,cell differentiation involved in kidney development,15/1856,56/16344,0.0011195545482655348,0.014895282722388662,FOXJ1/CD24/MMP9/WNT4/LIF/GLIS2/JAG1/CD34/PROM1/PODXL/ACTA2/STAT1/PRKX/EXT1/YAP1
Up-regulated,GO:0032355,response to estradiol,25/1856,116/16344,0.0011328551999797226,0.015037272851703,POU4F1/TACR1/ITGA2/NQO1/CCN2/PDGFA/COL1A1/IGFBP2/MAP1B/CRYAB/MMP2/PTGS2/AQP4/MYC/CCND1/ZNF703/TGFB1/EZH2/ENO2/ANXA1/ARPC1B/DNMT3A/GPI/TXNIP/STAT3
Up-regulated,GO:0072010,glomerular epithelium development,9/1856,25/16344,0.0011508173331627508,0.015240337877370596,FOXJ1/CD24/JAG1/FOXC1/CD34/PROM1/PODXL/PECAM1/EXT1
Up-regulated,GO:0110053,regulation of actin filament organization,47/1856,264/16344,0.001160017431798743,0.015326696829839741,TACR1/BAIAP2L2/TACSTD2/CCL21/CIT/WNT4/GSN/ADD2/CCN2/PAK3/RGS4/SPTB/RGCC/CRACD/CDC42EP5/DBN1/IQANK1/F2RL1/CCR7/FLNA/KIRREL1/SH3BP1/PLEKHG2/SLIT2/CDC42EP3/TGFB3/FHOD1/MYADM/CORO1A/ARHGEF10/WAS/FHOD3/PYCARD/ARHGEF15/TMSB10/NCK2/ARPC1B/CYFIP2/ARHGAP6/LIMK1/TPM1/VASP/SWAP70/SPTAN1/LIMA1/ARHGEF18/ARPC3
Up-regulated,GO:0032874,positive regulation of stress-activated MAPK cascade,27/1856,129/16344,0.0011715288660885776,0.01544081947956925,CCL19/CCL21/SPHK1/INAVA/EDA2R/TGFB2/CCN2/SLAMF1/TNF/FZD7/F2RL1/CD27/TRAF1/CCR7/TNIK/SEMA3A/STK39/CLEC7A/PYCARD/HAND2/ZC3H12A/SH3RF3/MAPK8IP3/TRPV4/MTURN/MID1/ANKRD6
Up-regulated,GO:0007520,myoblast fusion,12/1856,40/16344,0.0011794508149924423,0.01544081947956925,ADGRB1/CAPN2/CXCL9/MYOF/EHD2/RIPOR2/TNFSF14/PTGFRN/PLEKHO1/TANC1/MYH9/ITGB1
Up-regulated,GO:1905314,semi-lunar valve development,12/1856,40/16344,0.0011794508149924423,0.01544081947956925,SOX9/TGFB2/JAG1/GJA5/ROBO2/SLIT2/HEYL/ROBO1/TGFB1/SLIT3/EMILIN1/RB1
Up-regulated,GO:1905521,regulation of macrophage migration,12/1856,40/16344,0.0011794508149924423,0.01544081947956925,CD200/STAP1/MMP28/SLAMF1/THBS1/MDK/C5AR1/CX3CR1/MMP14/TRPV4/EMILIN1/AKIRIN1
Up-regulated,GO:0042326,negative regulation of phosphorylation,60/1856,357/16344,0.0011860977621066778,0.01549238652285914,PTPRQ/CDKN2A/BDKRB2/STAP1/THY1/PMEPA1/PKIA/CDKN2B/TIGAR/NLRP12/FBLN1/KIRREL1/LAX1/LRRK1/SLIT2/EPHB2/DBNDD1/CD109/TGFB1/MYADM/RGS2/MICAL1/JUN/HEG1/NIBAN1/PYCARD/HGF/CDKN1A/PTPN22/PDE4D/SEMA4D/ZC3H12A/SPRY4/INPP5F/SPRY1/MVP/GSTP1/BAX/PTPRH/NCK2/ENG/TNFAIP3/IRAK3/PIK3IP1/HYAL2/PTPRC/SIRPA/EMILIN1/CEACAM1/GPD1L/DYNLL1/DNAJC10/CBL/RB1/SPRED1/MACROH2A1/PTPN6/STAT3/CSK/DEPTOR
Up-regulated,GO:0050922,negative regulation of chemotaxis,16/1856,62/16344,0.001199194393823686,0.015592252561512062,SEMA3E/CCN3/STAP1/MMP28/SEMA7A/THBS1/SEMA3C/SEMA3G/CCL2/ROBO2/SEMA3A/SLIT2/ROBO1/SEMA3D/SEMA4A/SEMA4D
Up-regulated,GO:0070830,bicellular tight junction assembly,16/1856,62/16344,0.001199194393823686,0.015592252561512062,POF1B/CLDN4/CLDN19/CLDN10/CLDN11/GRHL2/CLDN9/TNF/MICALL2/ECT2/CLDN7/EPHA2/RAMP2/PECAM1/MYO1C/ARL2
Up-regulated,GO:0048565,digestive tract development,26/1856,123/16344,0.0012306891040310308,0.015965470213518206,CXCL8/PDX1/OVOL2/CLMP/TGFB2/SFRP5/TNF/KLF5/PDGFRA/PRDM1/TIGAR/TYMS/DACT1/BCL2/TGFB3/SOX17/PCSK5/COL3A1/FGFR2/HNF1B/PKDCC/EXT1/SRC/TBX2/YAP1/RB1
Up-regulated,GO:0030858,positive regulation of epithelial cell differentiation,14/1856,51/16344,0.0012507621788740448,0.016146663485819383,FOXJ1/WNT10B/OVOL2/CD24/ETV4/SOX9/LIF/FOXC1/PROM1/VDR/CDKN2B/TMEM100/MACROH2A2/MACROH2A1
Up-regulated,GO:0043277,apoptotic cell clearance,14/1856,51/16344,0.0012507621788740448,0.016146663485819383,ADGRB1/XKR6/FCN1/THBS1/CCR2/CCL2/MFGE8/ITGAV/RAC2/ANXA1/TGM2/PEAR1/ITGB3/JMJD6
Up-regulated,GO:0048844,artery morphogenesis,17/1856,68/16344,0.0012531233329319711,0.016146663485819383,TGFB2/SOX4/JAG1/NOTCH3/FOXC1/GJA5/PRDM1/MDK/ADAMTS9/COL3A1/HAND2/FKBP10/EFEMP2/ENG/TBX2/ZMIZ1/AKT3
Up-regulated,GO:0009615,response to virus,60/1856,358/16344,0.0012710145433750145,0.016340391466625748,CCL19/DUOX2/ITGB6/POU2AF1/APOBEC3H/DCLK1/TSPAN32/APOBEC3A/AIM2/ITGB8/TNF/SLFN13/F2RL1/ISG20/RIPK3/CXCL9/TLR7/CXCR4/NLRC5/ACTA2/STAT1/BCL2/PIM2/BIRC3/ITGAX/SPON2/STING1/IKBKE/MICB/HYAL3/UNC13D/PYCARD/APOBEC3G/PTPN22/TRIM15/ZC3H12A/IFI16/TRAF3IP2/APOBEC3C/POLR3D/TRIM22/BAX/TNFAIP3/EXT1/IRAK3/WDFY4/PML/SRC/HYAL2/SLFN11/EIF2AK4/PTPRC/IKBKG/HTRA1/TRIM32/ODC1/CARD8/NPLOC4/IFIT5/TRIM5
Up-regulated,GO:0034109,homotypic cell-cell adhesion,21/1856,92/16344,0.001277759394675346,0.01639027241465842,PDPN/SLC7A11/TSPAN32/PDGFRA/FLNA/ZNF703/ANK3/PRKG1/PIK3CG/FERMT3/SYK/PEAR1/VCL/ITGB3/DSG2/MYL12A/CEACAM1/MYH9/TLN1/PTPN6/ILK
Up-regulated,GO:0001952,regulation of cell-matrix adhesion,25/1856,117/16344,0.0012884227289732977,0.016490081504376367,SEMA3E/CDKN2A/CCL21/FERMT1/AJAP1/WNT4/THY1/EPHA3/JAG1/COL16A1/THBS1/PKHD1/CCR7/CD3E/BCL2/CCL28/MMP14/DDR1/EFEMP2/RCC2/ARHGAP6/SRC/VCL/DAPK3/UTRN
Up-regulated,GO:0006029,proteoglycan metabolic process,19/1856,80/16344,0.001297107342733321,0.016527285317989596,CHST8/CHST9/CHST3/ADAMTS12/SULF1/ADAMTS7/CHST11/SPOCK2/CHST10/DCN/CHST15/IDUA/EXT1/CHSY1/DSEL/BGN/CSGALNACT2/CHPF/CANT1
Up-regulated,GO:0032637,interleukin-8 production,19/1856,80/16344,0.001297107342733321,0.016527285317989596,CHI3L1/F3/FCN1/TNF/F2RL1/SSC5D/TLR7/CD2/CLEC7A/PYCARD/KLF4/PTPN22/ANXA1/SYK/ARRB1/HYAL2/ANXA4/PTPRC/STAT3
Up-regulated,GO:0006022,aminoglycan metabolic process,27/1856,130/16344,0.0013219439092959455,0.01680631356684912,CHI3L1/CEMIP/B3GNT3/CHST9/FOXC1/HS3ST1/ITIH5/CHST3/B3GNT7/TGFB1/CHST11/HYAL3/SPOCK2/CD44/DCN/ABCC5/CHST15/IDUA/EXT1/B3GNT9/CHSY1/DSEL/HYAL2/BGN/CSGALNACT2/CHPF/AP2A1
Up-regulated,GO:0045055,regulated exocytosis,41/1856,224/16344,0.0013486432669303186,0.01710773421310056,SYT8/TRPV6/CACNA1I/ADRA2A/PCLO/SLC4A8/SNAP25/STX1A/SYT13/P2RX1/ANXA3/PTGDS/SEPTIN5/CCR2/F2RL1/SCAMP5/ADGRE2/SV2A/GATA2/LAT/MICAL1/CORO1A/HYAL3/UNC13D/RAB11FIP5/SYT11/ABCC4/ITGAM/PIK3CG/RAB3D/ITGB2/RAC2/SYK/CTBP2/STX11/STX3/P2RY1/CEACAM1/MYH9/CBL/RAB11FIP1
Up-regulated,GO:0043433,negative regulation of DNA-binding transcription factor activity,32/1856,163/16344,0.0013585097735025725,0.017168323644290977,FOXJ1/CDKN2A/CD200/MDFI/SFRP5/GLIS2/AIM2/ZNF431/PKHD1/NLRP12/TRAIP/FLNA/FZD6/NLRC5/E2F1/HEYL/NDN/EZH2/PYCARD/HAND2/PTGIS/KLF4/ZC3H12A/TNFAIP3/IRAK3/ARRB1/EIF2AK4/WFS1/ANXA4/MTURN/RB1/CARD8
Up-regulated,GO:0006949,syncytium formation,15/1856,57/16344,0.0013624224671400288,0.017168323644290977,ADGRB1/VASH2/CAPN2/CXCL9/MYOF/EHD2/RIPOR2/TNFSF14/CD109/PTGFRN/PLEKHO1/TANC1/SBNO2/MYH9/ITGB1
Up-regulated,GO:0051058,negative regulation of small GTPase mediated signal transduction,15/1856,57/16344,0.0013624224671400288,0.017168323644290977,TGFB2/ITGA3/STMN3/SH3BP1/SYNGAP1/SLIT2/EPHB2/RIPOR2/RASAL3/HEG1/SPRY4/SPRY1/KCTD10/ITGB1/TNFAIP1
Up-regulated,GO:0031103,axon regeneration,13/1856,46/16344,0.0013801076513394752,0.017314903230949863,TNR/SPP1/FKBP1B/MAP1B/MMP2/FLNA/EPHA4/BCL2/JUN/KLF4/INPP5F/TSPO/MAPK8IP3
Up-regulated,GO:0035850,epithelial cell differentiation involved in kidney development,13/1856,46/16344,0.0013801076513394752,0.017314903230949863,FOXJ1/CD24/MMP9/LIF/JAG1/CD34/PROM1/PODXL/ACTA2/STAT1/PRKX/EXT1/YAP1
Up-regulated,GO:0001933,negative regulation of protein phosphorylation,54/1856,316/16344,0.001389553215593006,0.017382760789137933,PTPRQ/CDKN2A/BDKRB2/THY1/PMEPA1/PKIA/CDKN2B/NLRP12/FBLN1/KIRREL1/LAX1/LRRK1/SLIT2/EPHB2/DBNDD1/CD109/TGFB1/MYADM/RGS2/MICAL1/JUN/HEG1/NIBAN1/PYCARD/HGF/CDKN1A/PTPN22/PDE4D/SEMA4D/ZC3H12A/SPRY4/INPP5F/SPRY1/MVP/GSTP1/BAX/PTPRH/NCK2/ENG/TNFAIP3/IRAK3/HYAL2/PTPRC/SIRPA/EMILIN1/CEACAM1/GPD1L/DNAJC10/CBL/RB1/SPRED1/MACROH2A1/PTPN6/DEPTOR
Up-regulated,GO:0050852,T cell receptor signaling pathway,26/1856,124/16344,0.001392423779567772,0.017382760789137933,VTCN1/THY1/BTNL8/LGALS3/BTNL9/TRAT1/CCR7/ZAP70/THEMIS/SLA2/TNFRSF21/LCK/PTPN22/PDE4D/ZC3H12A/FYB1/PLCG1/BTN2A2/HLA-A/PTPRC/IKBKG/EZR/CEACAM1/BCAR1/PTPN6/CSK
Up-regulated,GO:0071347,cellular response to interleukin-1,23/1856,105/16344,0.0013946315682947582,0.017382760789137933,ANKRD1/CXCL8/CCL19/CCL20/CCL21/SOX9/MAPK13/INHBB/CCL2/MMP2/AQP4/MYC/ADAMTS12/GBP2/ADAMTS7/KLF2/HYAL3/PYCARD/PTGIS/ZC3H12A/IRAK3/HYAL2/SIRPA
Up-regulated,GO:0019722,calcium-mediated signaling,37/1856,197/16344,0.0014044711262739653,0.017451324064492665,CXCL8/CCL20/SPHK1/CACNA1C/CXCR3/RCAN2/FHL2/FKBP1B/TNF/LMCD1/TRAT1/CCR2/CD22/P2RX5/TRPM2/CCR7/BHLHA15/TMEM100/CXCR4/ZAP70/TBC1D10C/FPR2/PPP1R9A/CD3E/PLCE1/RCAN3/LAT/MCTP1/SLA2/CLEC7A/CX3CR1/DEFB1/SYK/PLCG1/ATP2B4/PTPRC/DYRK2
Up-regulated,GO:0048659,smooth muscle cell proliferation,28/1856,137/16344,0.0014062332448402585,0.017451324064492665,TAFA5/TACR1/ITGA2/CCN3/MMP9/PDGFD/NOTCH3/THBS1/TNF/MMP2/PTGS2/MYC/STAT1/GJA1/TGFB3/TGFB1/PTGIR/HBEGF/JUN/ADAMTS1/PRKG1/FGFR2/CDKN1A/IL18/EFEMP2/TNFAIP3/TPM1/GNA12
Up-regulated,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,8/1856,21/16344,0.0014177456687860619,0.01755611032711052,SMOC2/ROBO1/PTP4A3/ADGRA2/DCN/JCAD/CCBE1/MYO1C
Up-regulated,GO:0050854,regulation of antigen receptor-mediated signaling pathway,16/1856,63/16344,0.001440830491136204,0.01780343680300264,CD19/STAP1/THY1/LGALS3/TRAT1/CD22/CCR7/SLA2/LCK/PTPN22/BTN2A2/PTPRC/IKBKG/EZR/CEACAM1/PTPN6
Up-regulated,GO:0048675,axon extension,25/1856,118/16344,0.001462053010142025,0.018026735497893374,SEMA3E/TNR/NLGN3/DCLK1/SEMA7A/SEMA3C/SEMA3G/DBN1/MAP1B/OLFM1/SEMA3A/SLIT2/NDN/SLIT3/SEMA3D/SEMA4A/MAP2/SEMA4D/TRPV2/VCL/LIMK1/DPYSL2/GDI1/ITGB1/ZFYVE27
Up-regulated,GO:0098657,import into cell,41/1856,225/16344,0.0014723936675959282,0.018115191768422162,SLC6A11/RAB3B/SLC6A20/TRPV6/NALF1/SLC12A5/SLC7A11/CACNA1C/FXYD2/TRPV3/SLC1A7/SNAP25/KCNJ15/P2RX1/SLC38A1/RGS4/SLC12A2/WNK2/THBS1/KCNJ16/SLC7A1/TNF/SLC5A1/TRPM2/SLC6A6/CACNA2D1/RGS2/SLC2A3/ITGA4/CYBRD1/SLC1A5/SLC27A4/NEURL1B/ATP2B4/TRPV2/TRPV4/ITGB3/LRRC8A/ITGB1/SLC15A1/ATP1A1
Up-regulated,GO:0070304,positive regulation of stress-activated protein kinase signaling cascade,27/1856,131/16344,0.0014887534871713928,0.018277164592505446,CCL19/CCL21/SPHK1/INAVA/EDA2R/TGFB2/CCN2/SLAMF1/TNF/FZD7/F2RL1/CD27/TRAF1/CCR7/TNIK/SEMA3A/STK39/CLEC7A/PYCARD/HAND2/ZC3H12A/SH3RF3/MAPK8IP3/TRPV4/MTURN/MID1/ANKRD6
Up-regulated,GO:0010232,vascular transport,20/1856,87/16344,0.0015041071757368992,0.018386746052117094,SLC6A20/SLC4A8/SLC38A1/SLC12A2/SLC7A1/ATP2A3/SLC5A1/SLCO3A1/SLC6A6/TFRC/SLC2A3/SLC24A3/ABCC4/ABCC5/ABCC1/SLC1A5/SLC27A4/ATP2B4/ABCB1/ABCA2
Up-regulated,GO:0150104,transport across blood-brain barrier,20/1856,87/16344,0.0015041071757368992,0.018386746052117094,SLC6A20/SLC4A8/SLC38A1/SLC12A2/SLC7A1/ATP2A3/SLC5A1/SLCO3A1/SLC6A6/TFRC/SLC2A3/SLC24A3/ABCC4/ABCC5/ABCC1/SLC1A5/SLC27A4/ATP2B4/ABCB1/ABCA2
Up-regulated,GO:0030178,negative regulation of Wnt signaling pathway,32/1856,164/16344,0.0015081096531558628,0.018396365300010004,GPC3/SHISA2/ROR2/SHISA3/MDFI/TRABD2A/CTHRC1/IGFBP1/FERMT1/SOX9/DKK2/BICC1/APCDD1/SFRP5/DKK3/IGFBP2/TMEM88/MDK/FZD6/DACT1/DACT3/SOX17/FRZB/TPBG/TAX1BP3/PRICKLE1/CCDC88C/FZD1/TLE3/RBMS3/ANKRD6/VGLL4
Up-regulated,GO:0048678,response to axon injury,18/1856,75/16344,0.0015141218829023905,0.01843040700443527,KCNK2/TNR/SPP1/EPO/FKBP1B/MAP1B/MMP2/FLNA/EPHA4/BCL2/JUN/DPYSL3/KLF4/INPP5F/BAX/TSPO/MAPK8IP3/RANGAP1
Up-regulated,GO:1903038,negative regulation of leukocyte cell-cell adhesion,26/1856,125/16344,0.0015721450898598041,0.01908201292418275,FOXJ1/VTCN1/CCL21/HLA-G/LGALS3/JAK3/MDK/LAX1/RUNX1/RIPOR2/CCL28/SPN/TNFRSF21/PDE5A/VSIR/KLF4/LRRC32/PTPN22/ZC3H12A/FGL1/ANXA1/BTN2A2/DLG5/CEACAM1/PAG1/PTPN6
Up-regulated,GO:0050769,positive regulation of neurogenesis,39/1856,212/16344,0.0015824033018018307,0.01908201292418275,SPINT1/RNF112/TP73/LIF/CLCF1/SEMA7A/PAK3/TNF/DBN1/FZD3/MAP1B/SMARCD3/ROBO2/MDK/MYC/EPHA4/CXCR4/PLXNC1/E2F1/SLIT2/EPHB2/NUMBL/ROBO1/TGFB1/VEGFC/CX3CR1/FAIM/SEMA4D/TSPO/TGM2/TRPV2/LIMK1/PLXNA1/TRIM32/GDI1/CUL7/NIN/NAP1L1/ZFYVE27
Up-regulated,GO:0097191,extrinsic apoptotic signaling pathway,39/1856,212/16344,0.0015824033018018307,0.01908201292418275,BCL2L14/TNFRSF12A/TGFB2/TNFRSF10C/THBS1/LGALS3/TNF/CD27/TRAF1/BCL2/TGFB1/TMC8/KRT18/PYCARD/HGF/TNFRSF10A/BAG3/UNC5B/FAIM/ITPRIP/SRPX/GSTP1/BAX/ITGA6/ITGAV/TNFAIP3/PML/SRC/HYAL2/ARHGEF2/PTPRC/CASP2/PPP2R1B/PEA15/YAP1/TIMP3/FGFR3/TNFRSF10B/DEPTOR
Up-regulated,GO:0061037,negative regulation of cartilage development,9/1856,26/16344,0.0015845379297376558,0.01908201292418275,EFEMP1/WNT9A/SOX9/CTSK/ADAMTS12/ADAMTS7/FRZB/RARG/LTBP3
Up-regulated,GO:0043368,positive T cell selection,11/1856,36/16344,0.0015876661688360406,0.01908201292418275,IRF4/BCL11B/ZAP70/CD3E/THEMIS/BCL2/CD3G/SPN/PTPRC/ITPKB/STAT3
Up-regulated,GO:0045880,positive regulation of smoothened signaling pathway,11/1856,36/16344,0.0015876661688360406,0.01908201292418275,GPC3/DCDC2/EVC/TEDC2/KIF7/DYNC2H1/CHSY1/GAS8/GORAB/DLG5/RAB34
Up-regulated,GO:0150063,visual system development,58/1856,347/16344,0.0016166371256455877,0.01938947797865494,GRM6/CRB2/ATP8A2/EFEMP1/RORB/MFAP2/LAMC3/WNT9A/USH1C/HCN1/SDK1/SLC7A11/CACNA1C/SOX9/WNT2B/GRHL2/TGFB2/THY1/COL8A2/JAG1/FOXC1/COL5A1/COL4A1/PROM1/FAT1/MAB21L2/CRYAB/PDGFRA/MEIS3/ACHE/SMARCD3/PRDM1/BCL11B/LIMK2/FBN1/EPHB2/GJA1/BCL2/FJX1/NES/VIM/JUN/KLF4/ARHGEF15/ITGAM/SPRY1/MITF/BAX/EPHA2/B9D1/RARG/ATP2B4/TBX2/CASP2/SPRED1/CRYBG3/JMJD6/STAT3
Up-regulated,GO:0003180,aortic valve morphogenesis,10/1856,31/16344,0.0016274243726104912,0.019478022668838118,SOX9/JAG1/ROBO2/SLIT2/HEYL/ROBO1/TGFB1/SLIT3/EMILIN1/RB1
Up-regulated,GO:0043254,regulation of protein-containing complex assembly,64/1856,391/16344,0.001638783212867364,0.019567461588983495,STMN2/WNT10B/BAIAP2L2/CCL21/TRABD2A/TUBB4A/FERMT1/SOX9/GSN/ADD2/STX1A/ZNF827/PAK3/PMEPA1/SPTB/CLIP3/CRACD/LGALS3/CDC42EP5/TNF/DBN1/TPPP3/MAP1B/FBLIM1/NAV3/IQANK1/CRYAB/CCR7/KIRREL1/PLEKHG2/MEFV/DACT1/SLIT2/CDC42EP3/TGFB1/MYADM/PIEZO1/IKBKE/CORO1A/TFRC/TMC8/CLEC7A/MAP2/FHOD3/PYCARD/GBP5/SEPTIN8/BAX/TMSB10/NCK2/SYK/ARPC1B/CYFIP2/ASAP1/SRC/HSPA5/VASP/SPTAN1/RB1/CARD8/NIN/ARL2/MAPRE1/ARPC3
Up-regulated,GO:0032720,negative regulation of tumor necrosis factor production,15/1856,58/16344,0.0016479730596306492,0.019567461588983495,SLAMF1/MC1R/CD34/SYT11/VSIR/PTPN22/IL27RA/ZC3H12A/GSTP1/TSPO/TNFAIP3/IRAK3/SIRPA/SELENOS/PTPN6
Up-regulated,GO:0032731,positive regulation of interleukin-1 beta production,15/1856,58/16344,0.0016479730596306492,0.019567461588983495,CCL19/INAVA/AIM2/TNF/F2RL1/NLRP12/MEFV/CLEC7A/MNDA/PYCARD/GBP5/IFI16/HK1/CARD8/STAT3
Up-regulated,GO:0008585,female gonad development,22/1856,100/16344,0.0016520011628889263,0.019567461588983495,PTX3/AMH/WNT4/FOXC1/A2M/INHBB/PDGFRA/MMP2/ROBO2/MYC/SLIT2/BCL2/SLIT3/LFNG/HYAL3/ADAMTS1/MMP14/ARID5B/BAX/SRC/HSPA5/CASP2
