Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Up-regulated,GO:0035710,"CD4-positive, alpha-beta T cell activation",27/2667,97/16344,0.0028618596639376375,0.024949223941608385,CCL19/LEF1/IRF4/JAK3/RUNX1/SPN/LY9/SOCS1/VSIR/PRKCQ/CRACR2A/RUNX3/SEMA4A/ENTPD7/IL12RB1/SASH3/SLAMF6/CD83/IL18/HLA-DRB1/LGALS9/ANXA1/RELB/STAT3/RIPK2/MTOR/TWSG1
Up-regulated,GO:0090287,regulation of cellular response to growth factor stimulus,63/2667,276/16344,0.0028899599298851165,0.02515101567316113,HOXA13/GPC3/CRB2/PRDM16/SMOC2/RASL11B/SFRP5/FERMT1/ADAMTS3/ITGA3/WNT4/NPNT/PMEPA1/ADAMTSL2/ELAPOR2/VEPH1/DKK3/FSTL3/SULF2/IL1B/ITGA8/SLIT2/CCN1/ADAMTS12/CHST11/ZNF703/LTBP4/FBN1/THBS1/LOX/NIBAN2/ADGRA2/TGFB1/DAB2IP/CRIM1/DCN/SULF1/HTRA1/ROBO1/CD109/PTP4A3/HSPA5/NEO1/JCAD/FZD1/EMILIN1/TGFB3/CCBE1/ENG/DLL1/UBE2O/ATP2B4/SLC2A10/MYO1C/CASK/ITGB3/TMEM204/SMURF2/PIK3CB/PTPN1/TWSG1/DNM2/ILK
Up-regulated,GO:0046850,regulation of bone remodeling,16/2667,48/16344,0.002897660199138302,0.02515101567316113,LEP/SPP1/IL20RA/SRC/TFRC/SYT7/SYK/MDK/GJA1/TNFRSF11B/ADAM8/INPP5D/ITGB3/TNFAIP3/SUCO/CSK
Up-regulated,GO:1903053,regulation of extracellular matrix organization,16/2667,48/16344,0.002897660199138302,0.02515101567316113,FAP/SOX9/AEBP1/PDPN/ADTRP/RGCC/HAS2/RUNX1/ANTXR1/TNXB/PHLDB1/TGFB1/EFEMP2/EMILIN1/SLC2A10/RB1
Up-regulated,GO:0032355,response to estradiol,31/2667,116/16344,0.002936019226698721,0.02540998933063059,LEP/POU4F1/ITGA2/PDGFA/DHH/COL1A1/NQO1/AQP4/PTGS2/MMP2/CCNA2/MAP1B/CCND1/ENO2/ZNF703/CRYAB/CCN2/EZH2/STXBP1/TGFB1/MYC/PDGFRB/ANXA1/ARPC1B/STAT3/TXNIP/GPI/CALR/PPP1R9B/PCNA/CASP8
Up-regulated,GO:0038127,ERBB signaling pathway,31/2667,116/16344,0.002936019226698721,0.02540998933063059,EREG/ADRA2A/MMP9/EFEMP1/SOX9/PTK6/PLCE1/SH3TC2/RHBDF1/FAM83B/PLAUR/MVP/SRC/WDR54/RHBDF2/TGFA/TGFB1/DAB2IP/PIGR/HBEGF/PLCG1/HIP1R/NCK2/CBL/RASSF2/CCDC88A/KIF16B/CNOT9/BCAR1/SOCS4/PTPN11
Up-regulated,GO:0044089,positive regulation of cellular component biogenesis,102/2667,483/16344,0.0029458479120862686,0.02545810304314554,CCL19/BAIAP2L2/THY1/SOX9/TRABD2A/CCL21/CLSTN2/FERMT1/F2RL1/LRRN1/EPS8L1/WNT4/CRACD/LGALS3/THBS2/CLDN19/NAV3/PLCE1/RGCC/TPPP3/COL16A1/MAP1B/SMPD3/SEMA4D/CDC42EP3/CCR7/TNF/ACE2/DPYSL3/TPBG/FLRT2/EPHB2/KIRREL1/CDC42EP5/AJUBA/SRC/EPHB3/RIPOR2/CCN2/TFRC/PHLDB1/FMN1/MSN/AGRN/PRKCE/GBP5/FHOD1/PYCARD/CLEC7A/SYK/RAC2/NTRK2/KCTD17/TGFB1/DAB2IP/DNMT1/SEMA4A/ABCA3/CEP135/DOCK11/NIN/PIEZO1/WIPI1/BAX/VASP/TPM1/BAK1/CDK5R1/EMILIN1/WARS1/TGFB3/CARMIL1/CLSTN1/HIP1R/S100A10/ASAP1/SLX4/LCP1/SWAP70/NCK2/SYNPO/RHOQ/LIMK1/HCK/AKIRIN1/CCDC88A/DYNC1H1/CNOT6/VCP/PIP4K2A/MTOR/WRAP73/MAPRE1/ARL2/EIF4G1/DHX33/ACTR2/TASOR/DNM2/ACTR3/ARPC2/CDC42
Up-regulated,GO:0030865,cortical cytoskeleton organization,19/2667,61/16344,0.0029704435500824684,0.025559530864562426,FMNL1/TNF/ECT2/EHD2/FHOD1/TRPV4/RAC2/CAVIN3/RHOF/FMNL3/LLGL1/CALR/LCP1/RHOQ/RND3/RHOB/EZR/WDR1/TLN1
Up-regulated,GO:0038034,signal transduction in absence of ligand,19/2667,61/16344,0.0029704435500824684,0.025559530864562426,EYA2/PF4/GDNF/BCL2A1/IL1B/BCL2/TNF/UNC5B/ITGAV/SRPX/BAX/BAK1/BAG3/IL7/FAS/PPP2R1B/CTNNA1/CASP2/MCL1
Up-regulated,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,19/2667,61/16344,0.0029704435500824684,0.025559530864562426,EYA2/PF4/GDNF/BCL2A1/IL1B/BCL2/TNF/UNC5B/ITGAV/SRPX/BAX/BAK1/BAG3/IL7/FAS/PPP2R1B/CTNNA1/CASP2/MCL1
Up-regulated,GO:0097581,lamellipodium organization,25/2667,88/16344,0.0029840148606218742,0.025602418149479476,PDPN/PLCE1/ENPP2/SLIT2/AJUBA/SRC/ABLIM2/RAC2/CD44/DMTN/WAS/VCL/CARMIL1/NCK2/PLEKHO1/AKIRIN1/CCDC88A/ITGB1/ARPC5/MTOR/ACTR2/DNM2/ACTR3/ARPC2/CDC42
Up-regulated,GO:1901879,regulation of protein depolymerization,25/2667,88/16344,0.0029840148606218742,0.025602418149479476,STMN2/GSN/SCIN/F2RL1/MAP1A/CRACD/SPTBN5/NAV3/CAPG/MAP1B/IQANK1/SH3BP1/SPTB/TRPV4/NES/DMTN/ARHGEF2/CARMIL1/SPTAN1/CKAP2/SWAP70/LIMA1/HDAC6/WDR1/FLII
Up-regulated,GO:0009226,nucleotide-sugar biosynthetic process,8/2667,17/16344,0.0030076462253368582,0.025657502777802127,GFPT2/GMPPB/GFPT1/UAP1L1/PMM2/PGM3/UXS1/GFUS
Up-regulated,GO:0010934,macrophage cytokine production,8/2667,17/16344,0.0030076462253368582,0.025657502777802127,SEMA7A/TGFB2/GPRC5B/TGFB1/SPON2/TGFB3/CD74/IRAK3
Up-regulated,GO:0010935,regulation of macrophage cytokine production,8/2667,17/16344,0.0030076462253368582,0.025657502777802127,SEMA7A/TGFB2/GPRC5B/TGFB1/SPON2/TGFB3/CD74/IRAK3
Up-regulated,GO:0072077,renal vesicle morphogenesis,8/2667,17/16344,0.0030076462253368582,0.025657502777802127,WNT9B/LIF/SOX9/SOX8/WNT4/GDNF/STAT1/FMN1
Up-regulated,GO:0045088,regulation of innate immune response,52/2667,220/16344,0.0030195350833719663,0.02572212528878148,LEP/EREG/TREM2/ZBP1/FCN1/SLAMF8/RASGRP1/PAK3/FFAR2/BIRC3/FPR2/CD96/PLA2G5/SRC/SOCS1/IKBKE/MNDA/CCL5/NLRC5/GBP5/PYCARD/CLEC7A/SYK/PTPN22/CGAS/FGR/IFI16/TASL/SLAMF6/STING1/ADAM8/LGALS9/TLR8/SERPINB9/OAS3/SPI1/HLA-A/IRAK3/ZNFX1/STAT2/TNFAIP3/PRKDC/HCK/TRIM5/PTPN6/PARP9/CASP8/AKIRIN2/PTPN1/TRAFD1/PTPN11/AP1G1
Up-regulated,GO:0050856,regulation of T cell receptor signaling pathway,15/2667,44/16344,0.0030317947338968114,0.02578971754383265,THY1/LGALS3/TRAT1/UBASH3A/CARD11/CCR7/BTN2A2/LCK/SLA2/PTPN22/IKBKG/DGKZ/GBP1/PTPN6/EZR
Up-regulated,GO:0016032,viral process,87/2667,403/16344,0.0030535209685991368,0.025803186571833718,TRIM31/CXCL8/CH25H/NECTIN4/PTX3/ITGB6/MGAT4C/CR2/APOBEC3H/ITGA2/GSN/APOBEC3B/APOBEC3A/LEF1/BICD1/FCN1/CRP/CLDN9/SLAMF1/CXCR4/CCL2/CD28/BCL2/JUN/TRIM22/CIITA/TNF/TRIM59/ACE2/STAT1/PCSK5/TOP2A/APOBEC3D/KPNA2/TRIM15/GAS6/TFRC/CCL4/ST6GALNAC4/CCL5/CCR5/APOBEC3C/CCL3/ITGAV/LTF/IFI16/APOBEC3G/ISG20/HLA-DRB1/LGALS9/TRIM10/ATG16L2/OAS3/FUT8/ICAM1/EIF2AK4/TMPRSS2/BSG/MGAT5/CD74/SLC52A2/ZFP36/ZNFX1/SLC1A5/ITGB3/HYAL2/SMARCA4/CTBP2/PPIH/TRIM5/PARP9/ITGB1/VPS18/TRIM68/DYNLT1/CFL1/VCP/RAB1A/YTHDC2/FAM111A/TRIM32/WWP2/IFIT5/TASOR/P4HB/IDE/CDC42
Up-regulated,GO:0006970,response to osmotic stress,23/2667,79/16344,0.0030590382162578927,0.025803186571833718,BDKRB2/ITGA2/AQP1/CLN3/PAPPA2/MAPK13/EPO/AQP4/PTGS2/SLC12A2/TNF/STK39/LRRC8E/PLK3/TRPV4/LRRC8A/ARHGEF2/BAX/RELB/YBX3/TSPO/ABCB1/NFAT5
Up-regulated,GO:0048661,positive regulation of smooth muscle cell proliferation,23/2667,79/16344,0.0030590382162578927,0.025803186571833718,EREG/MMP9/ITGA2/PDGFD/PTGS2/MMP2/CCN4/NOTCH3/SMPD3/JUN/TNF/THBS1/STAT1/CCL5/TGFB1/DNMT1/MYC/FGFR2/GJA1/PDGFRB/HBEGF/IL18/ADAMTS1
Up-regulated,GO:0001516,prostaglandin biosynthetic process,11/2667,28/16344,0.003059341423157209,0.025803186571833718,FABP5/PTGDS/EDN2/PTGS2/IL1B/PTGIS/ANXA1/PRXL2B/PTGS1/CD74/PTGES2
Up-regulated,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,11/2667,28/16344,0.003059341423157209,0.025803186571833718,CTSE/HLA-DOB/HLA-DQA1/HLA-DRB1/CD74/HLA-DPB1/HLA-DMA/HLA-DMB/HLA-DPA1/CTSD/DNM2
Up-regulated,GO:0046457,prostanoid biosynthetic process,11/2667,28/16344,0.003059341423157209,0.025803186571833718,FABP5/PTGDS/EDN2/PTGS2/IL1B/PTGIS/ANXA1/PRXL2B/PTGS1/CD74/PTGES2
Up-regulated,GO:0001906,cell killing,41/2667,165/16344,0.0030915825699199947,0.0260015611628109,LEP/CXCL6/IGHG1/SLC22A13/FCGR1A/ULBP1/F2RL1/STAP1/RASGRP1/IL7R/CTSG/SLAMF7/LYZ/RIPK3/ULBP3/CORO1A/CLEC7A/SYK/LTF/ITGAM/IL12RB1/UNC13D/SLAMF6/IL18/HLA-DRB1/LGALS9/SERPINB9/PTPRC/CX3CR1/ICAM1/SPI1/HLA-A/CD59/FCGR3A/H2BC12/PTPN6/KIF5B/MR1/STX7/GAPDH/AP1G1
Up-regulated,GO:0035725,sodium ion transmembrane transport,41/2667,165/16344,0.0030915825699199947,0.0260015611628109,SLC6A11/SLC6A20/HCN4/CACNA1I/NALCN/HECW1/SLC28A3/SCN3A/SCN7A/FXYD2/TESC/WNK2/OSR1/SLC6A8/HCN1/SLC34A2/SLC6A19/SLC12A2/SLC6A6/SLC5A1/SCN4B/FGF11/TRPM2/NETO2/STK39/ANK3/PRKCE/SLC9A1/SLC41A1/KCNQ1/SLC24A3/ATP1B3/YWHAH/ATP2B4/SLC4A7/SLC9A6/ATP1A1/GPD1L/PCSK9/ACTN4/DNM2
Up-regulated,GO:0198738,cell-cell signaling by wnt,92/2667,430/16344,0.00311060651481991,0.02612471358855088,WNT10A/GPC3/WNT9B/MDFI/CD24/HECW1/DCDC2/FOXL1/SOX9/LGR6/TRABD2A/ALPK2/ROR2/SFRP5/BICC1/NKD2/LEF1/VANGL2/FERMT1/WNK2/WNT9A/WNT2B/ITGA3/WNT4/PRKAA2/COL1A1/GPC4/SOX4/SHISA3/FZD3/MARK1/CPZ/DKK3/APCDD1/SULF2/PTK7/DEPDC1B/EGR1/CCN4/CTNND2/CCND1/ZNF703/TPBG/SRC/DACT1/SOX17/PYGO1/PRICKLE1/NFATC4/ZBTB33/LRRK1/DACT3/GPRC5B/TAX1BP3/ADGRA2/FZD6/NFATC1/MDK/TGFB1/DAB2IP/KLF4/CSNK1E/SULF1/FGFR2/MITF/FZD7/HNF1B/FRZB/RARG/PRICKLE2/RNF213/FZD1/PTPRU/MARK2/TLE3/VGLL4/TNFAIP3/YAP1/SMARCA4/ANKRD6/RBMS3/CTR9/DAPK3/EXT1/VCP/SMURF2/CTDNEP1/WWTR1/CHD8/ILK/ATP6AP2/CDC42
Up-regulated,GO:0001974,blood vessel remodeling,14/2667,40/16344,0.003133464245473443,0.026242763055840085,HOXA3/LIF/FOXC1/JAG1/SEMA3C/CCR2/FLNA/TGFB1/NOL3/BAX/BAK1/MDM2/TMBIM1/EXT1
Up-regulated,GO:0014002,astrocyte development,14/2667,40/16344,0.003133464245473443,0.026242763055840085,LAMC3/TREM2/ROR2/TSPAN2/IL1B/S100A9/S100A8/FPR2/TNF/C5AR1/VIM/DLL1/LAMB2/IFNGR1
Up-regulated,GO:0032526,response to retinoic acid,29/2667,107/16344,0.0031492189681397572,0.02633170078344592,LEP/WNT9B/RORB/SOX9/PDGFA/AQP1/TESC/EPHA3/WNT9A/PTK6/OSR1/COL1A1/MMP2/PTK7/TNF/TFRC/IGFBP7/MICB/KLF4/MYC/FGFR2/PDGFRB/FZD7/RARG/ZNF35/TBX2/HAND2/YAP1/SETX
Up-regulated,GO:0014911,positive regulation of smooth muscle cell migration,12/2667,32/16344,0.003170578762789564,0.02633170078344592,ITGA2/PDGFD/HAS2/CCN4/BCL2/SRC/CCL5/MDK/MYC/S100A11/PDGFRB/ADAMTS1
Up-regulated,GO:0032692,negative regulation of interleukin-1 production,12/2667,32/16344,0.003170578762789564,0.02633170078344592,NLRP7/TREM2/AQP4/MEFV/NLRP12/GAS6/CARD16/GSTP1/SERPINB1/CX3CR1/PML/TNFAIP3
Up-regulated,GO:0050850,positive regulation of calcium-mediated signaling,12/2667,32/16344,0.003170578762789564,0.02633170078344592,TREM2/P2RX5/TRAT1/CD3E/TNF/LMCD1/CCL4/ZAP70/CCL3/CLEC7A/SYK/SLC9A1
Up-regulated,GO:0071711,basement membrane organization,12/2667,32/16344,0.003170578762789564,0.02633170078344592,SPINT2/FERMT1/COL4A1/FLRT2/PHLDB1/LAMB3/LAMB1/HMCN1/RAMP2/LAMB2/EXT1/ITGB1
Up-regulated,GO:1902624,positive regulation of neutrophil migration,12/2667,32/16344,0.003170578762789564,0.02633170078344592,CXCL8/CCL19/CCL21/CCR7/FUT4/RIPOR2/C5AR1/RAC2/MDK/ADAM8/CD74/DNM1L
Up-regulated,GO:0002886,regulation of myeloid leukocyte mediated immunity,18/2667,57/16344,0.0032023361507546883,0.026484785668446885,CXCL6/F2RL1/STAP1/ADGRE2/CCR2/GATA2/STXBP1/SYK/RAC2/FGR/ITGAM/UNC13D/ITGB2/LGALS9/CX3CR1/SPI1/C12orf4/DDX21
Up-regulated,GO:0090175,regulation of establishment of planar polarity,18/2667,57/16344,0.0032023361507546883,0.026484785668446885,GPC3/WNT9B/ROR2/VANGL2/GPC4/FZD3/PTK7/JHY/DACT1/PRICKLE1/FZD6/FZD7/PKHD1/PRICKLE2/FZD1/ANKRD6/SMURF2/CDC42
Up-regulated,GO:1902893,regulation of miRNA transcription,18/2667,57/16344,0.0032023361507546883,0.026484785668446885,SOX9/TGFB2/FOS/EGR1/JUN/GATA2/TNF/KLF5/NFATC4/TGFB1/KLF4/MYC/STAT3/PPARD/SPI1/MRTFA/SMARCA4/GNL3
Up-regulated,GO:0032722,positive regulation of chemokine production,20/2667,66/16344,0.0033441530884046776,0.02761390719072018,ADCYAP1/IL1RL1/F2RL1/FFAR2/IL1B/EGR1/TLR7/MCOLN2/TNF/PYCARD/TRPV4/CLEC7A/SYK/IL18/LGALS9/OAS3/CD74/IL7/RIPK2/TRIM32
Up-regulated,GO:0032760,positive regulation of tumor necrosis factor production,27/2667,98/16344,0.0033481225723445735,0.02761390719072018,LEP/DDT/CCL19/PF4/RASGRP1/CD2/CCR2/THBS1/EPHB2/SPN/NFATC4/CCL3/PYCARD/CLEC7A/SYK/SPON2/TMEM106A/SASH3/ARHGEF2/LGALS9/STAT3/OAS3/PTPRC/LILRA5/RIPK2/IFNGR1/PTPN11
Up-regulated,GO:0030968,endoplasmic reticulum unfolded protein response,22/2667,75/16344,0.0033644812855274783,0.027672278490483242,ERN2/DERL3/CCND1/FGF21/ABCA7/BHLHA15/DAB2IP/FICD/HSPA5/BAX/CREB3L2/BAK1/ATF3/ERMP1/NCK2/DNAJC10/WFS1/EIF2AK3/VCP/SELENOS/PTPN1/ERLEC1
Up-regulated,GO:0048708,astrocyte differentiation,22/2667,75/16344,0.0033644812855274783,0.027672278490483242,LAMC3/LIF/TREM2/SOX9/SOX8/ROR2/CLCF1/TSPAN2/IL1B/S100A9/S100A8/FPR2/TNF/ID4/C5AR1/VIM/SERPINE2/STAT3/DLL1/LAMB2/IFNGR1/PTPN11
Up-regulated,GO:0001952,regulation of cell-matrix adhesion,31/2667,117/16344,0.0033827753145848453,0.027784420386872496,CDKN2A/THY1/CCL21/AJAP1/SEMA3E/FERMT1/EPHA3/SERPINE1/WNT4/JAG1/COL16A1/CD3E/BCL2/CCR7/THBS1/SRC/MMP14/CCL28/FMN1/SLC9A1/EFEMP2/DMTN/PKHD1/VCL/RCC2/S100A10/CSF1/CASK/DAPK3/GFUS/PIK3CB
Up-regulated,GO:0001706,endoderm formation,17/2667,53/16344,0.00343504098996359,0.02817489604285129,MMP9/COL11A1/MMP2/COL5A1/COL4A2/ITGA4/MMP14/SOX17/LAMA3/LAMB3/ITGAV/COL12A1/LAMB1/HNF1B/ITGB2/MACROH2A1/CTR9
Up-regulated,GO:0030100,regulation of endocytosis,48/2667,201/16344,0.003440067841917923,0.0281773688754898,GPC3/CCL19/TREM2/CCL21/ITGA2/DNAJC6/SPHK1/SGIP1/EPHA3/F2RL1/CLN3/SERPINE1/BICD1/STAP1/LGALS3/CLIP3/ANKRD13B/ANXA2/GATA2/SCAMP5/SRC/ABCA7/WDR54/CD151/SYT11/SYK/ITGAV/ABCA2/MCTP1/ANGPT1/EHD4/ANKRD13D/DLG4/AAK1/UNC119/HIP1R/DLL1/ITGB3/MTMR2/RUBCN/CBL/ARFGAP1/PCSK9/PIK3CB/RAB4B/PTPN1/DNM2/CDC42
Up-regulated,GO:0038061,NIK/NF-kappaB signaling,32/2667,122/16344,0.003480425505681923,0.02846883030230632,CHI3L1/CCL19/TREM2/SPHK1/CD27/CCN3/IL1B/TNFSF14/TLR7/BIRC3/RIPK3/TNF/NLRP12/IKBKE/TNFRSF10A/PTPN22/NOL3/PTP4A3/IL18/LGALS9/RELB/HDAC7/NFKB2/SPI1/CALR/TMSB4X/RASSF2/TRIP6/NFAT5/ACTN4/TNFRSF10B/ILK
Up-regulated,GO:1905477,positive regulation of protein localization to membrane,28/2667,103/16344,0.003505829843342024,0.02863734706280615,TREM2/SLC51B/CEMIP/NKD2/EPHA3/CLN3/ITGA3/LGALS3/CLIP3/BBC3/ARHGEF16/TNF/EPHB2/MTCL1/ANK3/PRKCE/ITGAM/ITGB2/DLG4/STX3/CDK5R1/ATP2B4/MYO1C/PPP1R9B/ITGB1/KIF5B/EZR/ZDHHC5
Up-regulated,GO:0070997,neuron death,74/2667,336/16344,0.0035510420642135207,0.028966981982086488,POU4F1/DCC/PCDHGC5/TREM2/CLN3/MYBL2/CD200/CLCF1/GDNF/NQO1/CIT/EPO/PAK3/CAPN2/TGFB2/FOS/BTG2/EGR1/CCL2/BCL2/ENO2/FGF21/JUN/MAP3K12/TNF/XRCC2/TRPM2/TIGAR/CD34/CORO1A/EGLN3/NFATC4/STXBP1/CCL5/UNC5B/CCL3/NTRK2/MDK/SLC9A1/TNFRSF21/NES/ITGAM/ANGPT1/ADAM8/HSPA5/MEAK7/ITGB2/AGAP2/BAX/HYOU1/CDK5R1/FZD1/CX3CR1/TGFB3/IKBKG/GPI/G6PD/CSF1/ATN1/MSH2/FAS/APAF1/CBL/WFS1/CASP8/RB1/PCSK9/PIGT/EIF4G1/CASP2/NAE1/MCL1/GAPDH/CDC42
Up-regulated,GO:0062197,cellular response to chemical stress,70/2667,315/16344,0.003569193344136077,0.029075273102572987,BDKRB2/MMP9/TREM2/SOD3/AQP1/SPHK1/CLN3/MAPK13/PRKAA2/MGAT3/NQO1/EPO/PDGFD/MELK/FBLN5/FOS/RNF112/FANCD2/PTGS2/MMP2/PDGFRA/RIPK3/SMPD3/BCL2/JUN/TNF/TRPM2/ECT2/SRC/GPX8/EZH2/ALOX5/STK39/LRRC8E/SLC25A24/TRPV4/MYC/GPX7/HGF/ABCC1/NOL3/ALDH3B1/ARHGEF2/MEAK7/ANXA1/RELB/TP53INP1/YBX3/TPM1/FZD1/FUT8/PML/TSPO/G6PD/ERMP1/PRKCD/SRXN1/PCNA/FAS/RHOB/TNFAIP3/SIRPA/ATP2A2/EIF2AK3/HDAC6/SETX/SELENOS/MCL1/P4HB/GSR
Up-regulated,GO:0002399,MHC class II protein complex assembly,7/2667,14/16344,0.003615680924216513,0.02909622854399874,HLA-DOB/HLA-DQA1/HLA-DRB1/HLA-DPB1/HLA-DMA/HLA-DMB/HLA-DPA1
Up-regulated,GO:0002503,peptide antigen assembly with MHC class II protein complex,7/2667,14/16344,0.003615680924216513,0.02909622854399874,HLA-DOB/HLA-DQA1/HLA-DRB1/HLA-DPB1/HLA-DMA/HLA-DMB/HLA-DPA1
Up-regulated,GO:0030213,hyaluronan biosynthetic process,7/2667,14/16344,0.003615680924216513,0.02909622854399874,CEMIP/HAS2/IL1B/SMPD3/TGFB1/AP2A1/CLTC
Up-regulated,GO:0045059,positive thymic T cell selection,7/2667,14/16344,0.003615680924216513,0.02909622854399874,CD3G/CD3E/CD3D/ZAP70/PTPRC/CD74/DOCK2
Up-regulated,GO:0071639,positive regulation of monocyte chemotactic protein-1 production,7/2667,14/16344,0.003615680924216513,0.02909622854399874,IL1B/MCOLN2/TRPV4/CLEC7A/SYK/LGALS9/OAS3
Up-regulated,GO:0072672,neutrophil extravasation,7/2667,14/16344,0.003615680924216513,0.02909622854399874,JAML/RIPOR2/PIK3CG/MDK/ADAM8/PECAM1/PIK3CD
Up-regulated,GO:1901741,positive regulation of myoblast fusion,7/2667,14/16344,0.003615680924216513,0.02909622854399874,CXCL9/CAPN2/GDF15/TNFSF14/RIPOR2/EHD2/CD53
Up-regulated,GO:1902969,mitotic DNA replication,7/2667,14/16344,0.003615680924216513,0.02909622854399874,CDC45/MCM2/MCM6/MCM4/BRCA2/MCM3/LIG1
Up-regulated,GO:1903729,regulation of plasma membrane organization,7/2667,14/16344,0.003615680924216513,0.02909622854399874,GSN/ATP10A/ATP8B1/ASAP1/PRKCD/MYH9/DNM2
Up-regulated,GO:1903317,regulation of protein maturation,19/2667,62/16344,0.0036396193652282216,0.029118032501863313,NLRP7/GSN/SPON1/NKD2/CLN3/SERPINE1/SOX4/RUNX1/ANXA2/THBS1/SRC/MMP14/SERPINE2/CARD16/NOL3/ADAM8/CCBE1/S100A10/MYH9
Up-regulated,GO:0030220,platelet formation,9/2667,21/16344,0.0036398943283760758,0.029118032501863313,MPIG6B/NBEAL2/PRKDC/MYH9/PTPN6/WDR1/ACTN1/VPS33A/PTPN11
Up-regulated,GO:0046597,negative regulation of viral entry into host cell,9/2667,21/16344,0.0036398943283760758,0.029118032501863313,TRIM31/CH25H/PTX3/GSN/FCN1/CIITA/TRIM59/TRIM10/TRIM5
Up-regulated,GO:0099515,actin filament-based transport,9/2667,21/16344,0.0036398943283760758,0.029118032501863313,MYO7B/MYO1G/MYO5A/MYO1F/MYO5C/MYO1D/MYO1C/MYO6/ACTN4
Up-regulated,GO:0098659,inorganic cation import across plasma membrane,29/2667,108/16344,0.003647689129446905,0.029118032501863313,KCNJ6/CACNA1E/HCN4/P2RX1/FXYD2/WNK2/TRPV6/KCNJ16/NALF2/CACNA1C/KCNJ15/KCNJ5/NALF1/TRPV3/SLC12A2/CACNA2D1/SLC5A1/TRPM2/TRPV4/SLC9A1/CACNA1D/TRPV2/SLC12A4/KCNQ1/ATP1B3/ATP2B4/SLC12A7/SLC9A6/ATP1A1
Up-regulated,GO:0099587,inorganic ion import across plasma membrane,29/2667,108/16344,0.003647689129446905,0.029118032501863313,KCNJ6/CACNA1E/HCN4/P2RX1/FXYD2/WNK2/TRPV6/KCNJ16/NALF2/CACNA1C/KCNJ15/KCNJ5/NALF1/TRPV3/SLC12A2/CACNA2D1/SLC5A1/TRPM2/TRPV4/SLC9A1/CACNA1D/TRPV2/SLC12A4/KCNQ1/ATP1B3/ATP2B4/SLC12A7/SLC9A6/ATP1A1
Up-regulated,GO:0061900,glial cell activation,16/2667,49/16344,0.003661763581683563,0.029152331425339233,TREM2/SPHK1/STAP1/IL1B/JUN/FPR2/TNF/C5AR1/CCL3/SYT11/ITGAM/ITGB2/PTPRC/CX3CR1/IFNGR2/IFNGR1
Up-regulated,GO:2000107,negative regulation of leukocyte apoptotic process,16/2667,49/16344,0.003661763581683563,0.029152331425339233,CCL19/CCL21/HSH2D/IL7R/CD27/JAK3/AURKB/CCR7/DOCK8/GAS6/PRKCQ/CCL5/CCR5/CD74/SELENOS/NOC2L
Up-regulated,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",21/2667,71/16344,0.00369468066475414,0.02929012724585777,MUC1/E2F7/SOX4/CDKN1A/GTSE1/FOXM1/CHEK2/PLK3/CD44/BRCA2/PLK2/RPS27L/PML/CD74/DDX5/EEF1E1/MDM2/MYO6/CASP2/PSMD10/SP100
Up-regulated,GO:0034103,regulation of tissue remodeling,21/2667,71/16344,0.00369468066475414,0.02929012724585777,LEP/SPP1/IL20RA/RUNX1/SRC/TFRC/SYT7/SYK/MDK/TGFB1/GJA1/TNFRSF11B/ADAM8/IL18/HAND2/INPP5D/ITGB3/TNFAIP3/SUCO/TMBIM1/CSK
Up-regulated,GO:0072088,nephron epithelium morphogenesis,21/2667,71/16344,0.00369468066475414,0.02929012724585777,GPC3/WNT9B/ADAMTS16/LIF/TACSTD2/SOX9/SOX8/WNT2B/OSR1/WNT4/NPNT/GDNF/BCL2/STAT1/FMN1/MYC/LAMA5/KLHL3/HNF1B/MAGED1/ILK
Up-regulated,GO:0036294,cellular response to decreased oxygen levels,35/2667,137/16344,0.0037036317194997083,0.02929012724585777,KCNK2/TREM2/E2F1/KCND2/AQP1/RGCC/STC1/PTGS2/EGR1/CCNA2/BCL2/TIGAR/CD34/AJUBA/SRC/EGLN3/PLK3/CARD16/PRKCE/SUV39H2/MYC/SLC9A1/PTGIS/NOL3/ADAM8/MALAT1/HYOU1/PPARD/MDM2/CBL/LMNA/MTOR/PIK3CB/PGK1/P4HB
Up-regulated,GO:0048659,smooth muscle cell proliferation,35/2667,137/16344,0.0037036317194997083,0.02929012724585777,EREG/MMP9/ITGA2/PDGFD/CDKN1A/PTGS2/MMP2/CCN3/CCN4/NOTCH3/SMPD3/JUN/TNF/ACE2/THBS1/STAT1/CCL5/PRKG1/PTGIR/TGFB1/DNMT1/MYC/FGFR2/EFEMP2/GJA1/PDGFRB/HBEGF/IL18/TPM1/ADAMTS1/GNA12/TGFB3/PPARD/TNFAIP3/PRKDC
